Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Amazon Web Services (AWS),Ruby on Rails,Higher Education,ChatGPT;Google Bard AI,Adrenaline;Mintlify;Rubber Duck.AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS);IBM Cloud Or Watson,Unknown,"Manufacturing, Transportation, or Supply Chain",ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time;Student, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;Elixir;Erlang;Rust,SQL,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Netlify,Phoenix,Insurance,Unknown,Mintlify;Synk Code,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I code primarily as a hobby,Other (please specify):,Some college/university study without earning a degree,JavaScript,SQL,Firebase;Google Cloud;Heroku;Microsoft Azure,React,Higher Education,ChatGPT,Codeium;GitHub Copilot;Synk Code,"Not employed, but looking for work"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;Hetzner;Managed Hosting;Microsoft Azure,Flask,Financial Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Netlify,Elm;Phoenix,Healthcare,Bing AI;ChatGPT,Codeium,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Vultr,Phoenix,Advertising Services,ChatGPT,Favorable,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Microsoft Azure;OpenShift,Angular,Insurance,Bing AI;ChatGPT,AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),Angular,Healthcare,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Not employed, but looking for work"
Durban Campus,Information Technology,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Colocation;Digital Ocean;Firebase;Google Cloud;Managed Hosting;Microsoft Azure;Netlify;OVH;Vercel;VMware,React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
Durban Campus,CS,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Unknown,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT,AWS CodeWhisperer;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Python,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io;Linode,Angular,Legal Services,ChatGPT,Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Python,SQL,now Akamai,Angular,Legal Services,ChatGPT,Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Cloudflare;Heroku,Angular,"Information Services, IT, Software Development, or other Technology",Unknown,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Oil & Gas,Unknown,Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data or business analyst,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Microsoft Azure;Netlify;Oracle Cloud Infrastructure (OCI);Vercel;VMware,React,Retail and Consumer Services,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time;Student, part-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,Python,SQL,Firebase,Node.js,Legal Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time;Employed, part-time"
Midrand Campus,Information Technology,I am a developer by profession,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Python,Oracle,Unknown,Unknown,Healthcare,WolframAlpha,GitHub Copilot;Tabnine,"Not employed, but looking for work;Student, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,JavaScript,Unknown,Unknown,React,Insurance,Unknown,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Project manager,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,MongoDB,VMware,Unknown,Healthcare,WolframAlpha,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,Data scientist or machine learning specialist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,SQL,Microsoft Azure,Unknown,Legal Services,WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,SQL,Unknown,Node.js,Legal Services,Unknown,GitHub Copilot;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,React,Wholesale,ChatGPT;Google Bard AI,Codeium,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Cloud Firestore,Firebase;Google Cloud,Flask,Advertising Services,Unknown,AWS CodeWhisperer;Mintlify,"Independent contractor, freelancer, or self-employed;Employed, part-time"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Unknown,Unknown,Advertising Services,Unknown,AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Netlify;VMware,React,Advertising Services,Bing AI;ChatGPT;Phind,Adrenaline;Mintlify,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Google Cloud;Microsoft Azure,ASP.NET;Blazor,Oil & Gas,Unknown,Adrenaline;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,Product manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Synk Code;Whispr AI,"Employed, full-time"
Midrand Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Scientist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,SQL,Amazon Web Services (AWS);Firebase;Google Cloud;Managed Hosting;Microsoft Azure,Flask,Higher Education,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Fly.io;Hetzner,Angular,"Information Services, IT, Software Development, or other Technology",ChatGPT;Phind,AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Managed Hosting,jQuery,Healthcare,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure;OpenStack,React,Retail and Consumer Services,Unknown,AWS CodeWhisperer;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io;Google Cloud;Microsoft Azure,Unknown,Healthcare,Unknown,Codeium;GitHub Copilot,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Netlify,React,Healthcare,Unknown,AWS CodeWhisperer;GitHub Copilot,"Not employed, but looking for work"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Elixir;Erlang;Ruby,SQL,Amazon Web Services (AWS),Unknown,Higher Education,Bing AI;ChatGPT,Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Heroku;VMware,React,Higher Education,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare,React,Insurance,ChatGPT,Rubber Duck.AI;Synk Code,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),Unknown,Other,ChatGPT,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Durban Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data or business analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Oracle,Oracle Cloud Infrastructure (OCI),Unknown,Wholesale,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Amazon Web Services (AWS);Heroku,Unknown,"Manufacturing, Transportation, or Supply Chain",Unknown,Rubber Duck.AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Unknown,Google Cloud,React,Insurance,ChatGPT,GitHub Copilot;Whispr AI,"Employed, full-time"
Midrand Campus,CS,I code primarily as a hobby,Product manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Rust,Unknown,Unknown,Unknown,Other,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku;Microsoft Azure;OpenShift,Angular,Oil & Gas,Bing AI;ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Swift,Unknown,Unknown,Unknown,Oil & Gas,Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time;Not employed, but looking for work;Employed, part-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,jQuery,Legal Services,Bing AI,GitHub Copilot;Mintlify;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Unknown,Unknown,Other,Unknown,Adrenaline;GitHub Copilot,"Independent contractor, freelancer, or self-employed;Employed, part-time;Student, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;Express;Node.js;Spring Boot,Advertising Services,Unknown,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),React,Healthcare,Unknown,AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,ASP.NET CORE;jQuery,Other,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud,ASP.NET;ASP.NET CORE;jQuery;Node.js,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
Midrand Campus,Information Technology,I code primarily as a hobby,Student,Some college/university study without earning a degree,C#;Rust,SQL,Microsoft Azure,Blazor,Healthcare,ChatGPT,GitHub Copilot;Replit Ghostwriter,"Student, full-time;Employed, part-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure;VMware,React,Wholesale,ChatGPT;Google Bard AI,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, full-stack",Primary/elementary school,JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Vultr,React,Insurance,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Independent contractor, freelancer, or self-employed"
